start
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
(2350, 1, 64, 64)
(2350, 9, 64, 64)
